seed,step,w2,grad_w2,realized_step_w2,loss
0,1,0.8130451440811157,0.4055064916610718,0.009999990463256836,1.0181764364242554
0,51,0.44537222385406494,0.045167021453380585,0.003873080015182495,0.7179507613182068
0,101,0.37109458446502686,0.001132188830524683,0.0002657771110534668,0.6940515041351318
0,151,0.36830154061317444,0.0002033334458246827,1.4334917068481445e-05,0.6925835609436035
0,201,0.3689526915550232,7.155165076255798e-05,8.702278137207031e-06,0.6925484538078308
0,251,0.36931926012039185,5.896156653761864e-05,6.973743438720703e-06,0.6925473213195801
0,301,0.36967551708221436,5.575129762291908e-05,7.271766662597656e-06,0.6925462484359741
0,351,0.3700425326824188,5.148514173924923e-05,7.361173629760742e-06,0.6925449967384338
0,401,0.3704095184803009,4.6776607632637024e-05,7.271766662597656e-06,0.6925435066223145
0,451,0.37076717615127563,4.166201688349247e-05,7.0035457611083984e-06,0.6925420165061951
0,501,0.37110573053359985,3.613601438701153e-05,6.5267086029052734e-06,0.6925405263900757
0,551,0.37141504883766174,3.0182301998138428e-05,5.841255187988281e-06,0.692538857460022
0,601,0.37168461084365845,2.3788772523403168e-05,4.9173831939697266e-06,0.6925369501113892
0,651,0.3719031512737274,1.6937265172600746e-05,3.7848949432373047e-06,0.6925350427627563
0,701,0.3720585107803345,9.599956683814526e-06,2.4139881134033203e-06,0.6925327777862549
0,751,0.372137188911438,1.744716428220272e-06,7.450580596923828e-07,0.6925306916236877
0,801,0.3721249997615814,6.664777174592018e-06,1.2218952178955078e-06,0.6925283074378967
0,851,0.3720061182975769,1.5681958757340908e-05,3.546476364135742e-06,0.6925256848335266
0,901,0.3717629611492157,2.535991370677948e-05,6.198883056640625e-06,0.6925231218338013
0,951,0.3713758587837219,3.577466122806072e-05,9.298324584960938e-06,0.6925202012062073
0,1001,0.3708234131336212,4.7012465074658394e-05,1.2814998626708984e-05,0.6925172209739685
0,1051,0.3700805902481079,5.917763337492943e-05,1.6897916793823242e-05,0.6925139427185059
0,1101,0.36911919713020325,7.240613922476768e-05,2.1576881408691406e-05,0.6925104260444641
0,1151,0.3679071366786957,8.686003275215626e-05,2.6941299438476562e-05,0.6925066113471985
0,1201,0.3664068281650543,0.00010274909436702728,3.311038017272949e-05,0.6925024390220642
0,1251,0.3645744323730469,0.00012033258099108934,4.023313522338867e-05,0.6924980282783508
0,1301,0.36235761642456055,0.0001399561297148466,4.8488378524780273e-05,0.6924931406974792
0,1351,0.35969358682632446,0.00016206735745072365,5.8144330978393555e-05,0.6924876570701599
0,1401,0.3565055727958679,0.00018725881818681955,6.946921348571777e-05,0.692481517791748
0,1451,0.35269850492477417,0.00021635671146214008,8.293986320495605e-05,0.6924746632575989
0,1501,0.34815096855163574,0.0002505095908418298,9.91523265838623e-05,0.6924667358398438
0,1551,0.34270554780960083,0.0002914003562182188,0.00011897087097167969,0.6924575567245483
0,1601,0.3361506760120392,0.0003415788523852825,0.0001437067985534668,0.6924464702606201
0,1651,0.32819196581840515,0.0004051219439134002,0.0001754164695739746,0.6924328804016113
0,1701,0.3183998465538025,0.0004889735719189048,0.00021758675575256348,0.6924157738685608
0,1751,0.30610689520835876,0.0006060358136892319,0.0002765357494354248,0.6923925280570984
0,1801,0.29018455743789673,0.0007832525297999382,0.00036525726318359375,0.6923586130142212
0,1851,0.2684776782989502,0.001086794538423419,0.0005146563053131104,0.692302405834198
0,1901,0.23606392741203308,0.001717419596388936,0.0008159875869750977,0.6921811103820801
0,1951,0.17943339049816132,0.003125490853562951,0.0015211403369903564,0.6916908025741577
0,2001,0.13612602651119232,0.005638563074171543,0.0016098767518997192,0.6846743226051331
0,2051,0.3826029300689697,0.005242646671831608,0.005916774272918701,0.5987385511398315
0,2101,0.6266964077949524,0.006115878000855446,0.004378616809844971,0.5495187640190125
0,2151,0.8116273283958435,0.005362227559089661,0.003245830535888672,0.5320279002189636
0,2201,0.9612894654273987,0.0045082662254571915,0.002789795398712158,0.5210958123207092
0,2251,1.093616008758545,0.004016119055449963,0.002530217170715332,0.5127215385437012
0,2301,1.2156535387039185,0.0036720484495162964,0.0023654699325561523,0.5057228803634644
0,2351,1.33087956905365,0.003414764069020748,0.002252340316772461,0.49958664178848267
0,2401,1.441313624382019,0.0032121576368808746,0.0021709203720092773,0.4940429925918579
0,2451,1.548244595527649,0.0030457768589258194,0.0021104812622070312,0.4889317452907562
0,2501,1.6525503396987915,0.0029062610119581223,0.002064824104309082,0.4841499328613281
0,2551,1.754860281944275,0.002785874530673027,0.002029895782470703,0.47962725162506104
0,2601,1.8556408882141113,0.0026803212240338326,0.0020030736923217773,0.47531363368034363
0,2651,1.9552505016326904,0.0025860723108053207,0.0019826889038085938,0.4711719751358032
0,2701,2.0539674758911133,0.002501494251191616,0.001967191696166992,0.4671742916107178
0,2751,2.1520166397094727,0.0024248063564300537,0.0019555091857910156,0.463298499584198
0,2801,2.249579429626465,0.002353973686695099,0.0019474029541015625,0.45952728390693665
0,2851,2.346806764602661,0.0022888388484716415,0.0019421577453613281,0.45584654808044434
0,2901,2.4438228607177734,0.0022273333743214607,0.0019388198852539062,0.45224499702453613
0,2951,2.5407328605651855,0.0021713003516197205,0.0019378662109375,0.4487130343914032
0,3001,2.637626886367798,0.0021167993545532227,0.0019381046295166016,0.4452427625656128
0,3051,2.734581232070923,0.0020667193457484245,0.0019402503967285156,0.44182753562927246
0,3101,2.8316609859466553,0.0020184768363833427,0.0019431114196777344,0.4384616017341614
0,3151,2.928924322128296,0.001972525380551815,0.0019474029541015625,0.4351401627063751
0,3201,3.026419162750244,0.0019298531115055084,0.0019526481628417969,0.4318590462207794
0,3251,3.124189853668213,0.0018876148387789726,0.0019583702087402344,0.42861470580101013
0,3301,3.2222740650177,0.00184708833694458,0.001965045928955078,0.425403892993927
0,3351,3.3207032680511475,0.0018086619675159454,0.0019719600677490234,0.42222386598587036
0,3401,3.419508218765259,0.0017708465456962585,0.001979827880859375,0.41907230019569397
0,3451,3.5187132358551025,0.0017345715314149857,0.001987934112548828,0.4159471094608307
0,3501,3.618340253829956,0.0016992902383208275,0.001996755599975586,0.4128464460372925
0,3551,3.71840763092041,0.001666066236793995,0.0020058155059814453,0.4097687005996704
0,3601,3.8189337253570557,0.0016326270997524261,0.0020151138305664062,0.4067124128341675
0,3651,3.919930934906006,0.0016008904203772545,0.0020246505737304688,0.40367645025253296
0,3701,4.0214128494262695,0.0015694526955485344,0.0020346641540527344,0.4006596505641937
0,3751,4.123388767242432,0.0015390599146485329,0.002044200897216797,0.397661030292511
0,3801,4.225869178771973,0.0015094131231307983,0.0020546913146972656,0.3946797847747803
0,3851,4.328860282897949,0.001479240134358406,0.0020647048950195312,0.3917151689529419
0,3901,4.43236780166626,0.0014510927721858025,0.0020751953125,0.38876646757125854
0,3951,4.536397933959961,0.0014229174703359604,0.0020856857299804688,0.38583317399024963
0,4001,4.6409525871276855,0.0013959994539618492,0.0020961761474609375,0.3829149007797241
0,4051,4.746033668518066,0.0013705873861908913,0.0021066665649414062,0.3800109922885895
0,4101,4.851644515991211,0.001342996023595333,0.002117156982421875,0.37712132930755615
