seed,step,R_cert,gap,crossing_step
0,3975,0.20788237891706512,-0.0032378119205778,4016.0
0,4000,0.21022427085077738,-0.0012163821611483,4016.0
0,4016,0.21172483508334053,5.332939995206232e-05,4016.0
0,4025,0.2125695047319935,0.0007594830936001,4016.0
0,4050,0.21491808704707918,0.0026912114497625,4016.0
0,4075,0.2172700219751194,0.0045801700937886,4016.0
0,4100,0.2196253115008179,0.0064276690565288,4016.0
0,4125,0.22198395552176597,0.0082349642634,4016.0
0,4150,0.22434595195045448,0.0100032603870823,4016.0
0,4175,0.22671129681137364,0.0117337135176907,4016.0
0,4200,0.22907998433351512,0.0134274336641109,4016.0
0,4225,0.23145200703856703,0.0150854870989975,4016.0
0,4250,0.23382735582506947,0.0167088985588592,4016.0
0,4275,0.23620602004877625,0.0182986533097442,4016.0
0,4300,0.23858798759944927,0.0198556990881098,4016.0
0,4325,0.24097324497429654,0.0213809479257447,4016.0
0,4350,0.2433617773482468,0.0228752778668308,4016.0
0,4375,0.2457535686412387,0.024339534584624,4016.0
0,4400,0.24814860158269195,0.025774532904633,4016.0
0,4425,0.25054685777331326,0.0271810582406342,4016.0
0,4450,0.25294831774437876,0.0285598679493563,4016.0
0,4475,0.25535296101462607,0.0299116926092555,4016.0
0,4500,0.25776076614487803,0.0312372372283395,4016.0
0,4525,0.2601717107905123,0.0325371823856914,4016.0
0,4550,0.2625857717518835,0.0338121853109312,4016.0
0,4575,0.265002925022796,0.0350628809055884,4016.0
0,4600,0.26742314583711907,0.0362898827100455,4016.0
0,4625,0.2698464087136334,0.0374937838194666,4016.0
0,4650,0.27227268749918443,0.0386751577518498,4016.0
0,4675,0.2747019554102224,0.0398345592711684,4016.0
0,4700,0.2771341850727966,0.0409725251682986,4016.0
0,4725,0.2795693485610706,0.0420895750022967,4016.0
0,4750,0.2820074174344201,0.0431862118043868,4016.0
0,4775,0.2844483627731716,0.0442629227468489,4016.0
0,4800,0.2868921552130362,0.0453201797788844,4016.0
0,4825,0.28933876497828903,0.0463584402313541,4016.0
0,4850,0.2917881619137455,0.0473781473921977,4016.0
0,4875,0.2942403155155759,0.048379731054192,4016.0
0,4900,0.2966951949610036,0.0493636080366144,4016.0
0,4925,0.2991527691369288,0.0503301826822855,4016.0
0,4950,0.30161300666751256,0.051279847331342,4016.0
0,4975,0.30407587594076146,0.0522129827730237,4016.0
0,5000,0.3065413451341442,0.0531299586766893,4016.0
0,5025,0.30900938223927593,0.0540311340031731,4016.0
0,5050,0.311479955085698,0.054916857397536,4016.0
0,5075,0.313953031363787,0.0557874675642118,4016.0
0,5100,0.3164285786468178,0.0566432936254797,4016.0
0,5125,0.31890656441220855,0.057484655464115,4016.0
0,5150,0.3213869560619757,0.0583118640510744,4016.0
0,5175,0.3238697209424197,0.0591252217589581,4016.0
0,5200,0.3263548263630684,0.0599250226619889,4016.0
0,5225,0.3288422396148991,0.0607115528232009,4016.0
0,5250,0.3313319279878619,0.0614850905694566,4016.0
0,5275,0.33382385878772347,0.0622459067549314,4016.0
0,5300,0.3363179993522538,0.0629942650136148,4016.0
0,5325,0.3388143170667738,0.0637304220013725,4016.0
0,5350,0.34131277937908167,0.0644546276280952,4016.0
0,5375,0.3438133538137788,0.0651671252803876,4016.0
0,5400,0.3463160079860084,0.065868152035279,4016.0
0,5425,0.3488207096146281,0.0665579388653632,4016.0
0,5450,0.3513274265348293,0.0672367108357954,4016.0
0,5475,0.35383612671021375,0.0679046872929531,4016.0
0,5500,0.35634677826382444,0.0685620835611025,4016.0
0,5525,0.35885897056966665,0.0691797833707159,4016.0
0,5550,0.36137264639784844,0.0697844243108019,4016.0
0,5575,0.36388950671416637,0.0704590145687502,4016.0
0,5600,0.3664079896685256,0.0711044326788719,4016.0
0,5625,0.36892741435251625,0.0716954280981219,4016.0
0,5650,0.3714489353877604,0.0722943246312377,4016.0
0,5675,0.37397219576436874,0.0728839595461026,4016.0
0,5700,0.3764971522950966,0.0734640043561682,4016.0
0,5725,0.37902378192971425,0.0740349859011342,4016.0
0,5750,0.38155205610477394,0.07459716626497,4016.0
0,5775,0.3840819472551522,0.0751508229594906,4016.0
0,5800,0.38661342526887293,0.0756960870142351,4016.0
0,5825,0.3891464609569989,0.0762331198173478,4016.0
0,5850,0.39168102523201764,0.0767620711890408,4016.0
0,5875,0.39421708931140775,0.0772830897437355,4016.0
0,5900,0.39675462467486083,0.0777963204802043,4016.0
0,5925,0.399293603072518,0.0783019050942823,4016.0
0,5950,0.4018339965293179,0.0787999820593947,4016.0
0,5975,0.40437577734906716,0.0792906867193479,4016.0
0,6000,0.4069189181184037,0.0797741513842833,4016.0
0,6025,0.4094633917102941,0.0802505054144719,4016.0
0,6050,0.4120091712871057,0.0807198752937718,4016.0
0,6075,0.4145562306821498,0.0811824034341803,4016.0
0,6100,0.41709825583996724,0.0813379582884432,4016.0
0,6125,0.41965744186755805,0.0822138662682534,4016.0
0,6150,0.42220399058179586,0.0825239816416836,4016.0
0,6175,0.42475556597704145,0.0829566128230037,4016.0
0,6200,0.4273085494400057,0.0833934173798476,4016.0
0,6225,0.42986251560491856,0.0838192120106531,4016.0
0,6250,0.43241755333526866,0.0842376088458025,4016.0
0,6275,0.43497365556217604,0.0846492998493406,4016.0
0,6300,0.43753081786572573,0.0850551220869668,4016.0
0,6325,0.4400890185338236,0.0852133493001763,4016.0
0,6350,0.4426482323119071,0.085167256247074,4016.0
0,6375,0.4452084364950841,0.085121699596939,4016.0
0,6400,0.44776960845566627,0.0850766710948414,4016.0
0,6425,0.4503317258034511,0.0850321634408808,4016.0
0,6450,0.4528947664752139,0.0849881692952418,4016.0
0,6475,0.45545870871596306,0.0849446814895462,4016.0
0,6500,0.4580235310874972,0.0849016929235051,4016.0
0,6525,0.46058921246182594,0.0848591966286851,4016.0
0,6550,0.4631557320218211,0.0848171857516413,4016.0
0,6575,0.4657230692602925,0.0847756535532862,4016.0
0,6600,0.46829120397631063,0.0847345934380712,4016.0
0,6625,0.4708601226658981,0.0846939265850368,4016.0
0,6650,0.4734342510570312,0.0846095120019985,4016.0
0,6675,0.47599821449540375,0.0846272774490715,4016.0
0,6700,0.4785700786214108,0.0845778022520185,4016.0
0,6725,0.4811415994425652,0.0845378589583938,4016.0
0,6750,0.4837138382856962,0.0844982875362196,4016.0
0,6775,0.4862866882257432,0.0844597193308747,4016.0
0,6800,0.48886009748842435,0.0844223968438089,4016.0
0,6825,0.49143417347936164,0.08438526212174,4016.0
0,6850,0.4940088637195781,0.0843485990870815,4016.0
0,6875,0.49658415979732234,0.0843123293329872,4016.0
0,6900,0.4991600435462984,0.0842764590034934,4016.0
0,6925,0.5017364983342619,0.0842409840547127,4016.0
0,6950,0.5043135079949183,0.0842058990652492,4016.0
0,6975,0.5068910566675788,0.0841711985208633,4016.0
0,7000,0.5094691287194665,0.0841368774633353,4016.0
0,7025,0.512047708819252,0.08410293085397,4016.0
0,7050,0.5146267819120158,0.0840693537648875,4016.0
0,7075,0.5172063332209488,0.0840361413427075,4016.0
0,7100,0.5197863482443782,0.0840032888114694,4016.0
0,7125,0.5223668127821427,0.0839707912220482,4016.0
0,7150,0.5249475750896082,0.0839398365114143,4016.0
0,7175,0.527526026472908,0.083923354522315,4016.0
0,7200,0.5301091711047486,0.0838801986596147,4016.0
0,7225,0.5326909476811519,0.0838456056559842,4016.0
0,7250,0.5352731073210055,0.0838128782554457,4016.0
0,7275,0.537855317734776,0.0837826049297114,4016.0
0,7300,0.5404378341452082,0.0837529616148882,4016.0
0,7325,0.5430208075479508,0.0837230545432756,4016.0
0,7350,0.5456041102442483,0.0836935857886804,4016.0
0,7375,0.5481877544618441,0.0836643944576085,4016.0
0,7400,0.5507717221073618,0.0836355202754846,4016.0
0,7425,0.5533560030591272,0.0836069500427427,4016.0
0,7450,0.5559405861976668,0.0835786795113144,4016.0
0,7475,0.5585254605424457,0.0835507050135477,4016.0
0,7500,0.5611106153327997,0.0835230230424426,4016.0
0,7525,0.5636960400834907,0.0834956298982416,4016.0
0,7550,0.5662817245334824,0.0834685219793538,4016.0
0,7575,0.568867658652825,0.0834416957256372,4016.0
0,7600,0.5714538326368503,0.0834151476343811,4016.0
0,7625,0.5740402369042842,0.0833888742537496,4016.0
0,7650,0.5766268620740019,0.0833628723157837,4016.0
0,7675,0.579213741683235,0.0833368571187183,4016.0
0,7700,0.5818132339296911,0.0832458250251604,4016.0
0,7725,0.5843909462433697,0.0832646498393687,4016.0
0,7750,0.5869731669692863,0.0832614297785201,4016.0
0,7775,0.589559413250505,0.083238725618453,4016.0
0,7800,0.5921467076620521,0.0832119530647159,4016.0
0,7825,0.5947336240916121,0.083188288938869,4016.0
0,7850,0.5973208464396479,0.0831641942898966,4016.0
0,7875,0.5999082009320922,0.0831405322642995,4016.0
0,7900,0.6024957214447333,0.0831170787077462,4016.0
0,7925,0.6050833956796945,0.0830938568225652,4016.0
0,7950,0.6076712151404351,0.0830708695452249,4016.0
0,7975,0.6102591727195207,0.0830481136056802,4016.0
0,8000,0.6128472615737941,0.083025585609664,4016.0
0,8025,0.615435474817634,0.0830032833042526,4016.0
0,8050,0.6180238058603699,0.0829812039084165,4016.0
0,8075,0.6206122482707904,0.0829593447904777,4016.0
0,8100,0.6232007957975971,0.0829377033455123,4016.0
0,8125,0.6257894423636768,0.0829162770107068,4016.0
0,8150,0.6283781820933964,0.0828950631101936,4016.0
0,8175,0.6309669649641968,0.0828742882212321,4016.0
0,8200,0.6335314502222519,0.0829609852787141,4016.0
0,8225,0.6361473859533686,0.0828156393641852,4016.0
0,8250,0.6387321609397412,0.0828062918522714,4016.0
0,8275,0.6413179885426589,0.0827940882754245,4016.0
0,8300,0.6439064633780177,0.0827715463903193,4016.0
0,8325,0.6464942083770245,0.0827524466690254,4016.0
0,8350,0.6490822438989512,0.0827327078486233,4016.0
0,8375,0.6516703268021866,0.0827132966743637,4016.0
0,8400,0.6542584798938196,0.0826940922406334,4016.0
0,8425,0.6568467034551142,0.0826750706585301,4016.0
0,8450,0.6594349925989487,0.0826562309006977,4016.0
0,8475,0.6620233421803082,0.0826375735935429,4016.0
0,8500,0.664611747816247,0.0826190967754936,4016.0
0,8525,0.6672002053333992,0.0826007982231677,4016.0
0,8550,0.6697887106602222,0.0825826759167802,4016.0
0,8575,0.6723772598613598,0.0825647278854471,4016.0
0,8600,0.6749658491435605,0.0825469521721058,4016.0
0,8625,0.6775544748492168,0.0825293468497547,4016.0
0,8650,0.6801431333317614,0.0825119105326779,4016.0
0,8675,0.6827321614188581,0.0824932140439731,4016.0
0,8700,0.6853019157231375,0.0825418787168055,4016.0
0,8725,0.6879021914292778,0.082474398701021,4016.0
0,8750,0.6904943194365923,0.0824375083474331,4016.0
0,8775,0.6930790858016311,0.0824279184175362,4016.0
0,8800,0.6956660786940468,0.0824104515027395,4016.0
0,8825,0.6982527590557583,0.0823945056034838,4016.0
0,8850,0.7008396341551496,0.0823782220531055,4016.0
0,8875,0.7034265259507205,0.0823622349074773,4016.0
0,8900,0.7060134694529016,0.0823464020475523,4016.0
0,8925,0.7086004637897121,0.0823307134411788,4016.0
0,8950,0.711187505394579,0.0823151694932691,4016.0
0,8975,0.7137745907000281,0.0822997709161161,4016.0
0,9000,0.7163617168020213,0.0822845164862049,4016.0
0,9025,0.7189488810646222,0.0822694044405256,4016.0
0,9050,0.7215360809070105,0.0822544332648296,4016.0
0,9075,0.7241233138611595,0.0822396014725361,4016.0
0,9100,0.7267105775764551,0.0822249075794463,4016.0
0,9125,0.7292978698117595,0.0822103501248574,4016.0
0,9150,0.7318851882841431,0.0821959282292579,4016.0
0,9175,0.7344727728551254,0.0821807351479941,4016.0
0,9200,0.7370518950027015,0.0821369102567781,4016.0
0,9225,0.7396355551712366,0.0821716540318604,4016.0
0,9250,0.7422287648562342,0.0821396104573852,4016.0
0,9275,0.7448144616412704,0.0821250552537375,4016.0
0,9300,0.7473991291725465,0.0821116503299252,4016.0
0,9325,0.7499843003268067,0.0820986156228085,4016.0
0,9350,0.7525695913642896,0.0820852219536321,4016.0
0,9375,0.7551549771345305,0.0820719320194252,4016.0
0,9400,0.7577404073527185,0.0820588053240332,4016.0
0,9425,0.7603259019628843,0.0820457870098958,4016.0
0,9450,0.7629114562416112,0.0820328873336393,4016.0
0,9475,0.7654970679480705,0.0820201058316882,4016.0
0,9500,0.7680827351277537,0.0820074408297988,4016.0
0,9525,0.7706684561764294,0.0819948907892467,4016.0
0,9550,0.7732542284454541,0.0819824585505979,4016.0
0,9575,0.7758406493762942,0.0819676988732704,4016.0
0,9600,0.7784145513221532,0.0819825760947465,4016.0
0,9625,0.7809983902243913,0.0819672239428288,4016.0
0,9650,0.7835918183272486,0.0819355494358053,4016.0
0,9675,0.7861748330546428,0.0819199250012912,4016.0
0,9700,0.7887581947106742,0.0819099219545771,4016.0
0,9725,0.7913416406250604,0.0818985287992459,4016.0
0,9750,0.7939253403318004,0.0818869019378296,4016.0
0,9775,0.7965091474068161,0.0818754196497764,4016.0
0,9800,0.7990930423314685,0.0818640786473339,4016.0
0,9825,0.801677037476361,0.0818528332595733,4016.0
0,9850,0.8042611304921831,0.0818416881824246,4016.0
0,9875,0.8068453184194186,0.0818306428326565,4016.0
0,9900,0.8094295998459105,0.0818196962775474,4016.0
0,9925,0.8120139732334369,0.0818088474750169,4016.0
0,9950,0.8145984367280399,0.0817980966318296,4016.0
0,9975,0.8171832355940343,0.0817867532442035,4016.0
0,10000,0.8198068882703999,0.0817483462062655,4016.0
0,10025,0.8223404402566538,0.0817960715383927,4016.0
0,10050,0.8249273319219058,0.0817621725080961,4016.0
0,10075,0.8275101521894769,0.081745409348318,4016.0
0,10100,0.8300906931626444,0.0817348197007312,4016.0
0,10125,0.8326719527146965,0.0817252546765323,4016.0
0,10150,0.8352534873923124,0.0817153012178013,4016.0
0,10175,0.8378352320488549,0.081705456867299,4016.0
0,10200,0.8404171648818655,0.0816956283618548,4016.0
0,10225,0.8429992554978817,0.0816859019160776,4016.0
0,10250,0.8455815105639376,0.0816762538724935,4016.0
0,10275,0.8481639249541703,0.0816666814208399,4016.0
0,10300,0.8507471032645965,0.0816614268558222,4016.0
0,10325,0.8533446461976908,0.0816133422618965,4016.0
0,10350,0.8559147553363812,0.0816375659081214,4016.0
0,10375,0.8584926415428153,0.0816317381974149,4016.0
0,10400,0.8610752435114949,0.0816199188416608,4016.0
0,10425,0.8636577158323719,0.0816103604519016,4016.0
0,10450,0.8662351000804548,0.0816096291786272,4016.0
0,10475,0.8688164989297495,0.0815828141380308,4016.0
