act,seed,placed_at_init,crossed,step,s_cross,gap_at_cross,growth,relax,chi,branch_converged,sqrt_v_w1,sqrt_v_b1,sqrt_v_b2,w1,b1,w2,b2,sens_crossed,sens_step,sens_s_cross,sens_chi,w2_final
gelu,850000,False,True,1310,7.141012097580907,3.339402208611328e-05,0.0009428069658363305,0.10053292468705637,0.009378091493619076,True,0.02387338453417993,0.00618227328179174,0.005670123082467105,-1.1770408042666896,-0.9828332824236079,7.141012097580907,-0.1669428672045002,True,1310,7.141012097580907,0.009378091493619076,7.141012097580907
gelu,850001,False,False,,,,,,,,,,,,,,,False,,,,0.09802461627092392
gelu,850002,False,True,636,6.206695495235855,2.5885495944417275e-05,0.0012956466214470207,0.059028628335702,0.021949461777741854,True,0.04369630740618667,0.0024849684660023094,0.0015530800835622323,1.1988394303915804,-0.9964933257368984,6.206695495235855,-0.08687473128110429,True,636,6.206695495235855,0.021949461777741854,6.206695495235855
gelu,850003,False,True,919,6.080944943298312,7.745715164856129e-05,0.0011486106129572605,0.07260234330210914,0.015820572184257482,True,0.010105513030770619,0.003752457580410788,0.02007112369486484,1.2119116552289741,-1.0049257251689143,6.080944943298312,-0.11725945743662634,True,919,6.080944943298312,0.015820572184257482,6.080944943298312
gelu,850004,False,True,86,0.22993945091936074,0.0011062184298455957,-0.00237610618853141,8.752925099120018e-14,-27146424328.14024,True,0.013061659827700576,0.006626191034639064,0.01232632498485366,0.4925523778704237,-0.9223918046509325,0.22993945091936074,0.021293231005211705,True,86,0.22993945091936074,-27146424328.14024,0.22993945091936074
gelu,850005,False,True,1227,7.85717940079349,2.2934593976280115e-05,0.000844451599897089,0.15237136498519716,0.005542062315836885,True,0.01698543067398232,0.005847325074518007,0.003105905635294684,1.156306817236722,-0.9700690411780453,7.85717940079349,-0.13140146073813874,True,1227,7.85717940079349,0.005542062315836885,7.85717940079349
gelu,850006,False,True,861,6.194404170396992,4.316319352298814e-05,0.0011344600914154292,0.07992436941913071,0.014194170059274619,True,0.023577298956658756,0.006984582909481273,0.008709666370259578,-1.2386484844081758,-1.0221943813765741,6.194404170396992,-0.15256557295473028,True,861,6.194404170396992,0.014194170059274619,6.194404170396992
gelu,850007,False,True,776,6.008417349474361,4.953433868899043e-05,0.0012968327210576857,0.043818836334296715,0.029595325424985403,True,0.005217309270665065,0.02492181552320845,0.03537017617389829,-1.2057502546134138,-1.0009321302153575,6.008417349474361,-0.08219757321902586,True,776,6.008417349474361,0.029595325424985403,6.008417349474361
gelu,850008,False,False,,,,,,,,,,,,,,,False,,,,227.9939276905534
gelu,850009,False,False,,,,,,,,,,,,,,,False,,,,0.07349787079247559
